,Abundance,Substructure,SMILES,SMARTS
1175,300,N-Phosphonamidothioate_O-ester,CNP(C)(=S)OC,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
1176,299,"N,N',2-Diazenecarboximidamide",CN=NC(=NC)NC,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1177,299,Phosphonotrithioate_ester,CSP(C)(=S)SC,[#6v4]-[#15v5](=[#16v2])(-[#16v2]-[#6v4])-[#16v2]-[#6v4]
1178,298,N-Sulfurous_diamide,CNS(N)=O,[#6v4]-[#7v3](-[#1])-[#16v4](=[#8v2])-[#7v3](-[#1])-[#1]
1179,297,Amino_carboximidate,CC(=N)ON,[#6v4]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#7v3](-[#1])-[#1]
1180,297,N-Carbothiohydrazide,CC(=S)N(C)N,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
1181,296,Phosphorodiamidate_ester,COP(N)(N)=O,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#1])-[#7v3](-[#1])-[#1]
1182,295,"N,N',1,2,2-Hydrazinecarboximidamide",CN=C(NC)N(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1183,295,"N,N-Hydrazinecarbothioamide",CN(C)C(=S)NN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
1184,295,N-Formohydrazide_(N'-ethylidene),CC=NN(C)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1185,294,N1-Diimine_(ethane),CN=CC=N,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#7v3]-[#1])-[#1]
1186,293,Phosphonamidate_ester,COP(C)(N)=O,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#1]
1187,291,Sulfuramidite_ester,COS(N)=O,[#6v4]-[#8v2]-[#16v4](=[#8v2])-[#7v3](-[#1])-[#1]
1188,289,"N',1,2-Hydrazinecarboximidamide",CN=C(N)N(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1189,289,N-Urea_(N'-methylidene),C=NC(=O)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#1]
1190,288,α-Amino_carbothioic_S-acid,CC(N)C(=O)S,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#8v2])-[#16v2]-[#1]
1191,288,"N,N',O-(N-Hydroxy)carbamimidothioate_S-ester",CN=C(SC)N(C)OC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
1192,288,O-(N-Sulfanyl)hydroxylamine,CONS,[#1]-[#16v2]-[#7v3](-[#1])-[#8v2]-[#6v4]
1193,287,Hydrazinecarboxylic_acid_(2-propan-2-ylidene),CC(C)=NNC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1194,286,"N',N'-Carbohydrazonamide_(N-methylidene)",C=NC(C)=NN(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1195,284,"N,N-S-Thiohydroperoxylamine",CN(C)SO,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#8v2]-[#1]
1196,282,Isofulminate_ester,CO[N+]#[C-],[#6v4]-[#8v2]-[#7v4+]#[#6v3-]
1197,282,Peroxyformate_ester,COOC=O,[#1]-[#6v4](=[#8v2])-[#8v2]-[#8v2]-[#6v4]
1198,281,"N,N-Azidocarbothioamide",CN(C)C(=S)N=[N+]=[N-],[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3]=[#7v4+]=[#7v2-]
1199,280,1-Hydrazinecarboxylic_acid_(2-ethylidene),CC=NN(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1200,279,α-Thioxo_carboxylic_acid,CC(=S)C(=O)O,[#6v4]-[#6v4](=[#16v2])-[#6v4](=[#8v2])-[#8v2]-[#1]
1201,279,"N,S-(N-Sulfanyl)urea",CSN(C)C(N)=O,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
1202,278,"N,N'-Carbohydrazonamide_(N'-ethylidene)",CC=NN=C(C)NC,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#1])-[#7v3](-[#6v4])-[#1]
1203,278,α-Sulfanyl_carboxamide,CC(S)C(N)=O,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
1204,273,Sulfonimidate_ester,COS(C)(=N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#8v2]-[#6v4]
1205,271,N-(N-Sulfanyl)carbamate_ester,COC(=O)N(C)S,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v2]-[#1]
1206,271,S-(N-Sulfanyl)urea,CSNC(N)=O,[#6v4]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
1207,271,N-Formohydrazonate_ester,CNN=COC,[#1]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#8v2]-[#6v4]
1208,270,O-Carboxamidoxime_(N-methylidene),C=NC(C)=NOC,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1209,270,2-Hydrazinecarbothioate_S-ester,CNNC(=O)SC,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
1210,270,Phosphinothioic_O-acid,CP(C)(O)=S,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#6v4]
1211,269,"Phosphorotrithioate_O,S,S-ester",COP(=S)(SC)SC,[#6v4]-[#16v2]-[#15v5](=[#16v2])(-[#16v2]-[#6v4])-[#8v2]-[#6v4]
1212,268,"N,N-Hydroperoxylamine",CN(C)OO,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#8v2]-[#1]
1213,267,"N,N',N'-Carbohydrazonamide_(N'-propan-2-ylidene)",CNC(C)=NN=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#1]
1214,267,Carbonimidodithioate_ester,CSC(=N)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#1])-[#16v2]-[#6v4]
1215,264,N'-Carbamimidate_(N-methylidene),C=NC(=NC)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1216,264,S-Formaldothioxime,C=NSC,[#1]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#1]
1217,263,N-Hydroxylamine-O-carboxamide,CNC(=O)ON,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#1]
1218,263,"N,N,O-Formamidoxime",CON=CN(C)C,[#1]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1219,262,Hydrazinecarboxylic_acid_(2-ethylidene),CC=NNC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
1220,261,"N,N',N'-Nitrous_hydrazide",CN(C)N(C)N=O,[#8v2]=[#7v3]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1221,260,Formimidamide_(N-ethylidene),CC=NC=N,[#6v4]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#1])=[#7v3]-[#1]
1222,259,"N,N-Carbohydrazonothioate_ester_(N-propan-2-ylidene)",CSC(C)=NN=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#16v2]-[#6v4]
1223,259,O-(N-Amino)_carbothioate,CNOC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
1224,259,α-Hydroxy_aldimine,CC(O)C=N,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#7v3]-[#1])-[#1]
1225,259,"2,3-(1-Hydroxy)guanidine",CN=C(NC)NO,[#1]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1226,256,"N,N-O-Thiohydroperoxylamine",CN(C)OS,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#16v2]-[#1]
1227,256,"N,N'-Carboximidic_anhydride",CN=C(C)OC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#6v4]
1228,256,Borinic_acid_(secondary),CBO,[#6v4]-[#5v3](-[#1])-[#8v2]-[#1]
1229,256,"N,S-(N-Sulfanyl)carbamic_acid",CSN(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
1230,255,N'-(N-Diazenyl)aldimine,CC=NN=NC,[#6v4]-[#7v3]=[#7v3]-[#7v3]=[#6v4](-[#1])-[#6v4]
1231,255,Carbothioamide_(N-ethylidene),CC=NC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
1232,255,Iminocarbamic_acid,CN=NC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3]=[#7v3]-[#6v4]
1233,254,α-Hydroxy_carbothioate_O-ester,COC(=S)C(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#16v2])-[#8v2]-[#6v4]
1234,253,N-Sulfinimidamide,CNS(C)=N,[#6v4]-[#16v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
1235,253,"N,N,N',1-Hydrazinecarboximidamide_(2-ethylidene)",CC=NN(C)C(=NC)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1236,252,"N,N,N'-Carbohydrazonamide_(N'-ethylidene)",CC=NN=C(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#1])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1237,251,Carbonoperoxoic_OO-acid_ester,COC(=O)OO,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#8v2]-[#1]
1238,249,"O,1,2,3,3-(1-Hydroxy)guanidine",CN=C(N(C)C)N(C)OC,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1239,249,N'-(N-Sulfonyl)formimidamide,CN=CNS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#1]
1240,248,(N-Diazenyl)ketimine,CC(C)=NN=N,[#1]-[#7v3]=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1241,247,α-Sulfanyl_thioketone,CC(=S)C(C)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#16v2])-[#6v4]
1242,246,"N',1-Hydrazinecarboximidamide_(2-propan-2-ylidene)",CN=C(N)N(C)N=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1243,245,"N,N,N',2,2-Hydrazinecarboximidamide",CN=C(NN(C)C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1244,245,(N-Sulfanyl(IV))amine,CS(C)(C)N,[#6v4]-[#16v4](-[#6v4])(-[#6v4])-[#7v3](-[#1])-[#1]
1245,244,Aldothioxime,CC=NS,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#1])-[#1]
1246,243,N-Hydrazinecarboximidothioate_ester_(2-propan-2-ylidene),CN=C(NN=C(C)C)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1247,243,Carbonimidothioate_ester,COC(=N)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#6v4]
1248,239,Sulfonodithione,CS(C)(=S)=S,[#6v4]-[#16v6](=[#16v2])(=[#16v2])-[#6v4]
1249,239,"N',1-Hydrazinecarboximidamide_(2-ethylidene)",CC=NN(C)C(N)=NC,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1250,238,N-Carbohydrazonate_ester_(N-ethylidene),CC=NN=C(C)OC,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#1])-[#6v4])-[#8v2]-[#6v4]
1251,238,(N-Azido)carbothioamide,CC(=S)NN=[N+]=[N-],[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3]=[#7v4+]=[#7v2-]
1252,238,α-Thioxo_carboxylate_ester,COC(=O)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
1253,238,N-(N-Formimidoyl)formimidamide,CN(C=N)C=N,[#1]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#1]
1254,236,Oxoborinate_ester,COB=O,[#6v4]-[#8v2]-[#5v3]=[#8v2]
1255,236,"N'',N''-(N-Hydrazinyl)ketimine",CC(C)=NNN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1256,236,N'-Amino_carboximidate,CNOC(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#7v3](-[#1])-[#6v4]
1257,235,"N,N,N',2-Diazenecarboximidamide",CN=NC(=NC)N(C)C,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1258,235,S-Carbohydroximidothioate_O-ester,COC(C)=NSC,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#8v2]-[#6v4]
1259,233,α-Oxo_carboxamide_(N-propan-2-ylidene),CC(=O)C(=O)N=C(C)C,[#6v4]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1260,232,Sulfonimidic_acid,CS(=N)(=O)O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#8v2]-[#1]
1261,230,"N',S-(N-Sulfanyl)formimidamide",CN=CNSC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#16v2]-[#6v4]
1262,229,Thioketene_(methyl),CC=C=S,[#6v4]-[#6v4](=[#6v4]=[#16v2])-[#1]
1263,228,"N,N-Hydroxylamine-O-carboxamide",CN(C)C(=O)ON,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#1]
1264,227,N'-Carbamimidate_(N-propan-2-ylidene),CN=C(N=C(C)C)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1265,225,N'-Hydroxylamine-O-carboxamide,CNOC(N)=O,[#1]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
1266,223,"Carbonodithioic_S,S-acid_ester",CSC(=O)S,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#16v2]-[#1]
1267,223,Phosphine_imide,CP(C)(C)=N,[#6v4]-[#15v5](=[#7v3]-[#1])(-[#6v4])-[#6v4]
1268,222,N-Carbamimidate_ester,CNC(=N)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
1269,222,N-(N-Oxophosphanyl)amine,CNP=O,[#6v4]-[#7v3](-[#1])-[#15v3]=[#8v2]
1270,220,N-Formimidamide,CNC=N,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#1])-[#1]
1271,218,α-Hydroxy_carbothioic_S-acid,CC(O)C(=O)S,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#16v2]-[#1]
1272,218,"1,2,3-(1-Hydroxy)guanidine",CN=C(NC)N(C)O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1273,218,"N,N''-Formimidohydrazide_(N'-propan-2-ylidene)",CN=CN(C)N=C(C)C,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1274,217,"S,1,2-(1-Sulfanyl)guanidine",CN=C(N)N(C)SC,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1275,215,N-Sulfonimidate_ester,CN=S(C)(=O)OC,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#6v4])-[#8v2]-[#6v4]
1276,215,Orthocarbonotetrathioate_ester,CSC(SC)(SC)SC,[#6v4]-[#16v2]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#6v4])-[#16v2]-[#6v4]
1277,214,Amino_N-carboximidate_(N'-methylidene),C=NOC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#7v3]=[#6v4](-[#1])-[#1]
1278,214,N-Carbothiohydrazide_(N'-ethylidene),CC=NN(C)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
1279,214,O-Dihydroxysulfane(IV),COS(C)(C)O,[#6v4]-[#16v4](-[#6v4])(-[#8v2]-[#1])-[#8v2]-[#6v4]
1280,213,N'-(N-Sulfanyl)carboximidamide,CN=C(C)NS,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#16v2]-[#1]
1281,213,Thioketene_(dimethyl),CC(C)=C=S,[#6v4]-[#6v4](=[#6v4]=[#16v2])-[#6v4]
1282,212,"N,P-Iminophosphine",CN=PC,[#6v4]-[#7v3]=[#15v3]-[#6v4]
1283,211,α-Hydroxy_carbothialdehyde,CC(O)C=S,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#16v2])-[#1]
1284,211,α-Sulfanyl_carbaldehyde,CC(S)C=O,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#1]
1285,210,"N,N',P-Phosphonous_diamide",CNP(C)NC,[#6v4]-[#15v3](-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
1286,210,N'-Formohydrazonamide,CNN=CN,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#1])-[#7v3](-[#1])-[#1]
1287,209,"N,N-Sulfonylcarboxamide",CN(C)C(=O)S(C)(=O)=O,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1288,209,Cyanamide_(ethylidene),CC=NC#N,[#6v4]-[#6v4](-[#1])=[#7v3]-[#6v4]#[#7v3]
1289,207,"N,N-Formamidoxime",CN(C)C=NO,[#1]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
1290,207,N'-(N-Sulfanyl)urea,CNC(=O)NS,[#1]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
1291,206,"N,N'-Sulfinimidamide",CN=S(C)NC,[#6v4]-[#16v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
1292,206,N-Sulfonylaldimine,CN=CS(C)(=O)=O,[#1]-[#6v4](=[#7v3]-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
1293,205,Urea_(N'-propan-2-ylidene),CC(C)=NC(N)=O,[#1]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
1294,205,"P,P-Phosphinous_amide",CP(C)N,[#1]-[#7v3](-[#1])-[#15v3](-[#6v4])-[#6v4]
1295,204,N-(N-Sulfonyl)carboximidamide,CC(=N)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#6v4]
1296,203,"2-Triazane_(ethylidene,_methylidene)",C=NN(C)N=CC,[#6v4]-[#6v4](-[#1])=[#7v3]-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1297,203,"S,2-(1-Sulfanyl)guanidine",CN=C(N)NSC,[#6v4]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
1298,201,2-Triazane_(di(methylidene)),C=NN(C)N=C,[#1]-[#6v4](-[#1])=[#7v3]-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
1299,199,"N,N,N',1,2,2-Hydrazinecarboximidamide",CN=C(N(C)C)N(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1300,198,S-(N-Sulfanyl)carbothioamide,CSNC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#16v2]-[#6v4]
1301,197,1-Diazene_1-oxide,C[N+](=N)[O-],[#6v4]-[#7v4+](-[#8v1-])=[#7v3]-[#1]
1302,195,Sulfonothione,CS(C)(=O)=S,[#6v4]-[#16v6](=[#8v2])(=[#16v2])-[#6v4]
1303,194,N-Phosphoramidous_acid_ester,CNP(O)OC,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
1304,194,"O,S-(N-Sulfanyl)hydroxylamine",CONSC,[#6v4]-[#16v2]-[#7v3](-[#1])-[#8v2]-[#6v4]
1305,191,"N,N,N',N''-Phosphoric_triamide",CNP(=O)(NC)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
1306,191,N'-Amino_N-carboximidothioate,CN=C(C)SNC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#16v2]-[#7v3](-[#1])-[#6v4]
1307,190,OOS-Thiohydrotrioxide,COOS,[#6v4]-[#8v2]-[#8v2]-[#16v2]-[#1]
1308,189,"N,N-(N-Oxophosphanyl)amine",CN(C)P=O,[#6v4]-[#7v3](-[#6v4])-[#15v3]=[#8v2]
1309,189,N'-Carbohydrazonamide_(N-ethylidene),CC=NC(C)=NNC,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#1])-[#7v3]=[#6v4](-[#6v4])-[#1]
1310,186,"N,N-Phosphoramidous_acid",CN(C)P(O)O,[#1]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
1311,186,P-Phosphinous_amide,CPN,[#1]-[#7v3](-[#1])-[#15v3](-[#1])-[#6v4]
1312,185,"N,N,2-Diazenecarbothioamide",CN=NC(=S)N(C)C,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
1313,182,Phosphinothioite_ester_(secondary),CPSC,[#6v4]-[#15v3](-[#1])-[#16v2]-[#6v4]
1314,180,"N,N-Sulfamide_(N'-ethylidene)",CC=NS(=O)(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#6v4](-[#1])-[#6v4]
1315,180,N''-(N-Hydrazinyl)aldimine,CC=NNNC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
1316,180,"N,N',N'-Formohydrazonamide",CNC=NN(C)C,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#1]
1317,179,Sulfinothioate_O-ester,COS(C)=S,[#6v4]-[#16v4](=[#16v2])-[#8v2]-[#6v4]
1318,179,N-Hydrazinecarboximidothioate_ester,CN=C(NN)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
1319,178,α-Oxo_carbothialdehyde,CC(=O)C=S,[#6v4]-[#6v4](=[#8v2])-[#6v4](=[#16v2])-[#1]
1320,178,α-Amino_thioketone,CC(=S)C(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#16v2])-[#6v4]
1321,178,"N,S-Dithiohydroxylamine",CSN(C)S,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#16v2]-[#1]
1322,177,"N,N',O-(N-Hydroxy)carbamimidate_ester",CN=C(OC)N(C)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
1323,175,"N,N-Urea_(N'-methylidene)",C=NC(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3]=[#6v4](-[#1])-[#1]
1324,175,Sulfonyl_cyanide,CS(=O)(=O)C#N,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#6v4]#[#7v3]
1325,175,N-Formamidoxime,CNC=NO,[#1]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
1326,174,OSS-Dithiohydrotrioxide,COSS,[#6v4]-[#8v2]-[#16v2]-[#16v2]-[#1]
1327,174,"N,N'-Iminoformimidamide",CN=CN=NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#7v3]-[#6v4]
1328,173,"1,2,2-Hydrazinecarbothioamide",CN(C)N(C)C(N)=S,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
1329,173,"N,N-Formohydrazonate_ester",COC=NN(C)C,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#8v2]-[#6v4]
1330,172,Stibanylidene,C=[Sb],[#6v4]=[#51]
1331,172,"N',O-(N-Hydroxy)carbamimidate_ester",CN=C(NOC)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#8v2]-[#6v4]
1332,171,N-(N-Carboximidoyl)formamide,CC(=N)N(C)C=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#1]
